emp_no,first_name,last_name,birth_date,from_date,to_date,title
409712,Etsuo,Andreotta,2065-01-23,1992-03-28,2000-06-23,Senior Engineer
409798,Dekang,Tsunoo,2065-01-15,1995-01-19,9999-01-01,Technique Leader
409805,Frazer,Candan,2065-01-15,1999-03-05,9999-01-01,Senior Engineer
409898,Divier,Ishibashi,2065-02-01,1989-09-22,9999-01-01,Senior Engineer
410028,Xiadong,McClurg,2065-01-11,1985-09-17,9999-01-01,Senior Staff
410372,Duri,Mitina,2065-01-08,1990-03-04,9999-01-01,Senior Engineer
410433,Kazuhisa,Riesenhuber,2065-01-19,1992-10-06,9999-01-01,Senior Engineer
410592,Tonia,Shigei,2065-01-01,1993-03-13,1997-01-12,Staff
410616,Gudjon,Kalorkoti,2065-01-18,1994-04-14,9999-01-01,Senior Engineer
410703,Kitty,Halloran,2065-01-14,1997-11-20,2002-01-18,Staff
410804,Ronnie,Denos,2065-01-17,1992-06-08,9999-01-01,Senior Engineer
410881,Koichi,Grabner,2065-01-06,1990-04-24,2000-04-05,Senior Engineer
411070,Otmar,Brandsma,2065-01-29,1987-05-28,9999-01-01,Senior Engineer
411082,Martine,Cangellaris,2065-01-08,1992-04-28,9999-01-01,Senior Engineer
411143,Goncalo,Barbanera,2065-01-08,1996-09-01,9999-01-01,Senior Staff
411727,Weiwu,Lamma,2065-01-09,1997-11-05,2000-11-26,Staff
411906,Anneli,Pappas,2065-02-01,1998-07-04,1998-09-19,Engineer
412315,Geoff,Peck,2065-01-02,1999-01-08,1999-03-26,Staff
412404,Mitsuyuki,Jeansoulin,2065-01-15,1999-10-28,9999-01-01,Senior Engineer
412757,Leen,Peak,2065-01-03,1999-11-20,9999-01-01,Engineer
413098,Hsiangchu,Taubenfeld,2065-01-26,1993-04-17,9999-01-01,Senior Staff
413205,Mototsugu,Prampolini,2065-01-09,1988-06-12,9999-01-01,Senior Staff
413554,Elvia,Schwartzburd,2065-01-20,1991-10-16,1995-08-25,Engineer
413666,Remco,Duclos,2065-01-05,1988-04-18,9999-01-01,Senior Staff
413729,Harjit,Ernst,2065-01-02,1992-04-26,9999-01-01,Technique Leader
413831,Mohamadou,Grabner,2065-01-09,1991-11-25,9999-01-01,Senior Staff
413832,Marco,Jahnichen,2065-01-24,1995-03-28,9999-01-01,Senior Staff
414027,Tadanori,Msuda,2065-01-31,1988-11-06,1993-02-20,Senior Engineer
414091,Wuxu,Kuhnemann,2065-01-17,1997-08-19,9999-01-01,Engineer
414461,Somnath,Bierbaum,2065-01-22,1996-12-05,2000-12-22,Senior Staff
414543,Bernd,Anick,2065-01-03,1988-11-19,9999-01-01,Senior Engineer
414551,Elliott,Copas,2065-01-22,1994-09-13,9999-01-01,Senior Engineer
414662,Ipke,Schneeberger,2065-01-21,1985-09-20,9999-01-01,Senior Engineer
414714,Chinho,Delgrande,2065-01-06,1996-11-07,9999-01-01,Senior Staff
414808,Aris,Sambasivam,2065-01-05,1988-02-21,1998-05-20,Senior Engineer
414814,Dayanand,Wielonsky,2065-01-28,1999-02-28,9999-01-01,Staff
414897,Juyoung,Willoner,2065-01-17,1989-11-03,9999-01-01,Senior Staff
414922,Prasadram,Piazza,2065-01-20,1987-06-05,1997-11-04,Senior Engineer
415187,Juyoung,Peltason,2065-01-03,1998-09-01,9999-01-01,Assistant Engineer
415234,Ewing,Baak,2065-01-28,1993-10-05,1993-10-19,Engineer
415338,Shigeo,Emmart,2065-01-22,1995-12-24,9999-01-01,Assistant Engineer
415363,Conal,Shackell,2065-01-19,1995-02-23,9999-01-01,Senior Staff
415563,Mrinalini,Bierbaum,2065-01-21,1986-03-12,9999-01-01,Senior Engineer
416074,Alain,Lieberherr,2065-01-08,1987-05-11,9999-01-01,Senior Engineer
416383,Nectarios,Itschner,2065-01-29,1990-03-02,9999-01-01,Senior Engineer
416420,Adamantios,Heemskerk,2065-01-22,1986-08-08,9999-01-01,Senior Staff
416455,Laurentiu,Morton,2065-01-22,1998-12-21,1999-12-23,Engineer
416492,Kannan,Meriste,2065-01-15,1992-08-12,9999-01-01,Senior Engineer
416660,Nathalie,Luke,2065-01-28,1987-09-16,9999-01-01,Senior Engineer
416720,Tokuyasu,Xiaoshan,2065-01-14,1991-09-19,9999-01-01,Senior Engineer
416877,Gio,Orsini,2065-01-02,1988-12-07,9999-01-01,Senior Staff
416892,Shooichi,Vandervoorde,2065-01-03,1996-08-16,9999-01-01,Engineer
417128,Valeska,Rosenbaum,2065-01-26,1994-05-18,1997-01-13,Senior Engineer
417435,Bouchung,Zaumen,2065-01-03,1999-01-29,9999-01-01,Senior Staff
418239,Josyula,Motley,2065-01-03,1996-03-26,9999-01-01,Senior Engineer
418247,Oscar,Oppitz,2065-01-08,2002-07-27,9999-01-01,Senior Staff
418298,Arvin,Pusterhofer,2065-01-08,1995-03-02,9999-01-01,Senior Engineer
418309,Danel,Petereit,2065-01-24,1985-02-21,9999-01-01,Senior Engineer
418380,Kazuhiko,Gornas,2065-01-02,1993-05-20,9999-01-01,Senior Engineer
418566,Kazuhide,Snedden,2065-01-27,1996-06-14,9999-01-01,Senior Engineer
418606,Michaela,Otillio,2065-01-11,1994-01-05,9999-01-01,Engineer
418689,Gino,Uehara,2065-01-07,1988-02-17,1991-04-09,Senior Staff
418717,Arunachalam,Magliocco,2065-01-20,1987-12-23,9999-01-01,Senior Staff
418860,Ymte,Dalton,2065-02-01,1992-11-22,9999-01-01,Senior Staff
419099,Heon,Broomell,2065-01-15,1998-05-06,9999-01-01,Staff
419388,Nikolaos,Bamford,2065-01-22,1986-02-25,1997-09-23,Senior Engineer
419953,Ung,Orlowski,2065-01-29,1991-07-22,9999-01-01,Senior Staff
420086,Susuma,Kitsuregawa,2065-01-27,1985-05-28,9999-01-01,Senior Engineer
420476,Mariangiola,Bolsens,2065-01-28,1985-06-15,9999-01-01,Senior Staff
420557,Mabhin,Eastman,2065-01-06,1989-08-02,9999-01-01,Senior Staff
420599,Hidde,Riexinger,2065-01-02,1986-11-18,1996-08-20,Senior Engineer
420681,Atilio,Rajala,2065-01-10,1999-12-01,2001-07-27,Technique Leader
420694,Frazer,Barbanera,2065-01-19,1986-11-04,9999-01-01,Senior Staff
420732,Willard,Morrin,2065-01-06,1996-05-27,9999-01-01,Senior Staff
420759,Raimond,Solovay,2065-01-04,1997-10-03,9999-01-01,Staff
420765,Shawna,Krider,2065-01-17,1990-03-09,9999-01-01,Senior Staff
420877,Khosrow,Erez,2065-01-29,1990-02-11,9999-01-01,Senior Staff
420921,Niranjan,Lamba,2065-01-30,1997-11-16,1998-10-10,Staff
421022,Shigeaki,Butner,2065-01-26,1996-07-13,9999-01-01,Senior Staff
421033,Garnik,Randt,2065-01-14,1989-12-23,9999-01-01,Senior Staff
421039,Aemilian,Zedlitz,2065-01-28,1988-12-23,1993-07-16,Engineer
421074,Zhaofang,Falster,2065-01-07,1994-06-29,9999-01-01,Senior Staff
421312,Mariangiola,Bashian,2065-01-13,1999-09-18,9999-01-01,Engineer
421384,Renny,Bednarek,2065-01-02,1987-06-01,9999-01-01,Senior Staff
421755,Shichao,Thiria,2065-01-03,1989-01-11,9999-01-01,Senior Engineer
422146,Kenton,Miara,2065-01-08,1999-05-14,2002-03-13,Engineer
422263,Abdulah,Remmele,2065-01-06,1992-09-24,1996-07-21,Staff
422450,Junichi,Rubsam,2065-01-04,1988-10-30,1994-03-11,Senior Engineer
422783,Jagoda,Uhrig,2065-01-18,1995-09-01,9999-01-01,Engineer
423038,Takushi,Strehl,2065-01-20,1988-10-04,9999-01-01,Senior Staff
423204,Uma,Stranks,2065-01-08,1991-09-13,9999-01-01,Senior Staff
423208,Joydip,Krone,2065-01-19,1995-02-08,9999-01-01,Engineer
423214,Tsutomu,Tetzlaff,2065-01-31,1987-09-24,9999-01-01,Senior Staff
423327,Constantijn,Lichtman,2065-01-27,1994-06-26,9999-01-01,Senior Staff
423350,Heping,Monarch,2065-01-04,1988-04-15,9999-01-01,Senior Staff
423516,Wojceich,Butterworth,2065-01-02,1999-11-16,2001-10-05,Senior Engineer
423633,Mariusz,Tokunaga,2065-01-30,1985-02-11,9999-01-01,Senior Engineer
423993,Seshu,Kolvik,2065-01-01,1988-12-09,9999-01-01,Technique Leader
424569,Danco,Luff,2065-01-14,1997-10-30,9999-01-01,Engineer
424584,Kagan,Dredge,2065-02-01,1994-02-26,9999-01-01,Senior Engineer
424685,Changho,Veevers,2065-01-10,1997-03-03,9999-01-01,Senior Staff
424714,Nathan,Vendrig,2065-01-10,1990-08-20,1997-03-22,Engineer
424797,Theron,Itschner,2065-01-19,1985-05-16,9999-01-01,Senior Staff
424805,Jacqueline,Zallocco,2065-01-24,1987-12-17,9999-01-01,Senior Staff
424845,Salvador,Peres,2065-01-01,1996-02-05,1996-11-17,Staff
424930,Xuejun,Reeker,2065-01-19,1988-11-18,9999-01-01,Senior Staff
424984,Vasilis,Waleschkowski,2065-01-11,1996-05-26,9999-01-01,Engineer
425437,Moni,Staudhammer,2065-01-03,1999-03-23,9999-01-01,Engineer
425535,Alagu,Vieri,2065-01-18,1986-08-23,9999-01-01,Senior Staff
425540,Paddy,Zumaque,2065-01-03,1995-11-12,9999-01-01,Senior Staff
425757,Yongdong,Jiang,2065-01-18,1995-01-31,9999-01-01,Senior Staff
425780,Paris,Range,2065-01-15,1989-10-25,9999-01-01,Senior Staff
425830,Guther,Conia,2065-01-30,1999-02-13,9999-01-01,Engineer
425875,Jahangir,Kroft,2065-01-19,1990-06-11,9999-01-01,Senior Staff
426153,Shahaf,Luce,2065-01-16,1999-04-06,9999-01-01,Senior Staff
426168,Kaijung,Mateescu,2065-01-10,1987-11-18,9999-01-01,Senior Staff
426228,Supot,Badache,2065-01-17,1996-08-17,9999-01-01,Engineer
426235,Danco,Rajala,2065-01-31,1991-03-29,9999-01-01,Senior Staff
426611,Serap,Bahi,2065-01-29,1986-05-15,1990-05-04,Engineer
426644,Zejun,Broomell,2065-01-13,1995-01-19,9999-01-01,Senior Engineer
426683,Xudong,Muntz,2065-01-03,1991-03-08,1996-04-02,Engineer
426706,Karsten,Kawashima,2065-01-07,1994-03-15,9999-01-01,Senior Engineer
426795,Huican,Lunn,2065-01-07,1986-07-23,9999-01-01,Senior Staff
426818,Gaurav,Fendler,2065-01-21,1992-02-15,9999-01-01,Senior Staff
426819,Sandeepan,Kulisch,2065-01-13,1997-05-16,9999-01-01,Engineer
426824,Gopalakrishnan,Mawatari,2065-01-25,1988-10-29,1997-12-07,Senior Staff
426958,Weijing,Viele,2065-01-19,1985-10-03,9999-01-01,Senior Engineer
427313,Utpal,Kemmerer,2065-01-31,1986-12-04,9999-01-01,Senior Staff
427320,Mamdouh,Ramamoorthy,2065-01-13,2000-01-13,9999-01-01,Senior Engineer
427332,Feiyu,Hemaspaandra,2065-01-20,1995-06-04,9999-01-01,Staff
427571,Torsten,Ranta,2065-01-20,1987-12-11,1995-07-03,Senior Engineer
427659,Mariusz,Ritcey,2065-01-27,1987-03-16,1991-07-01,Engineer
427776,Jaques,Navazio,2065-01-25,1989-04-04,9999-01-01,Senior Staff
427805,Haldun,Compeau,2065-01-21,1997-10-15,9999-01-01,Senior Staff
427823,Jaques,Gecsei,2065-01-18,1999-07-13,9999-01-01,Staff
427852,Adil,Kieras,2065-01-02,1992-07-20,9999-01-01,Senior Engineer
428082,Ronghao,Alpin,2065-01-09,1991-09-11,9999-01-01,Senior Staff
428160,Jamaludin,Kalorkoti,2065-01-12,1998-09-06,9999-01-01,Senior Staff
428195,Hatsukazu,Rosca,2065-01-11,1986-10-13,1993-08-02,Senior Staff
428219,Ghassan,Androutsos,2065-01-21,1987-12-26,9999-01-01,Senior Staff
428235,Chenyi,Demian,2065-01-17,1991-08-29,2000-03-18,Senior Engineer
428294,Nimmagadda,Kusakari,2065-01-13,1994-01-23,1998-05-14,Engineer
428917,Theron,Billawala,2065-01-23,1989-02-17,9999-01-01,Senior Engineer
429040,Bader,Detkin,2065-01-22,1993-10-24,1999-07-31,Staff
429087,Hugh,Senzako,2065-01-27,1992-10-15,9999-01-01,Technique Leader
429231,Kazuyasu,Schmiedel,2065-01-09,1985-09-07,9999-01-01,Senior Staff
429238,Mona,Luck,2065-01-29,1989-05-11,9999-01-01,Senior Staff
429249,Alassane,Wolniewicz,2065-01-28,1986-10-06,1993-11-09,Senior Engineer
429316,Seshu,Hiraishi,2065-01-08,1994-08-10,9999-01-01,Senior Staff
429381,Limsoon,Roohalamini,2065-01-06,1986-11-26,9999-01-01,Senior Staff
429419,Adas,Chinen,2065-01-13,1993-01-04,2002-05-15,Senior Staff
429481,Subhada,Emmerich,2065-01-09,1996-03-06,9999-01-01,Engineer
429520,Yongqiao,Francisci,2065-01-06,1999-12-01,9999-01-01,Engineer
429532,Bartek,Vendrig,2065-01-25,1991-11-12,1992-06-06,Senior Staff
429553,Tadanori,Fujisawa,2065-01-12,1999-08-07,2000-07-04,Technique Leader
429569,Fumiya,Chappelet,2065-01-03,1992-09-03,9999-01-01,Engineer
429703,Ung,Honglei,2065-01-06,1986-09-02,9999-01-01,Senior Staff
429756,Jiann,Hofmeyr,2065-01-06,1992-02-03,1997-10-23,Staff
429899,Ranan,Marsiglia,2065-01-30,1999-08-13,9999-01-01,Staff
429954,Renny,Gladwell,2065-01-26,1999-02-27,9999-01-01,Staff
430054,Erzsebet,Setiz,2065-01-22,1993-06-10,9999-01-01,Senior Engineer
430558,Xiong,Roisin,2065-01-07,1988-03-01,9999-01-01,Senior Engineer
430593,Janalee,Lanzelotte,2065-01-19,1997-12-01,9999-01-01,Senior Staff
430631,Kersti,Marsiglia,2065-01-17,1994-02-19,9999-01-01,Engineer
430891,Khalil,Gien,2065-01-06,1991-08-06,9999-01-01,Senior Engineer
430981,Amabile,Koyama,2065-01-24,1985-07-25,1993-05-14,Senior Staff
431353,Bedir,Reeken,2065-01-22,1991-02-17,1998-10-25,Senior Staff
431576,Masamitsu,Back,2065-01-06,1987-03-25,1993-04-12,Senior Staff
431657,Visit,Thiran,2065-01-31,1986-11-14,9999-01-01,Senior Engineer
431759,Alassane,Ramsay,2065-02-01,1987-11-21,1989-04-12,Engineer
431882,Hideo,Varman,2065-01-21,1997-06-19,9999-01-01,Engineer
431887,Poorav,Ranst,2065-01-05,1996-06-01,9999-01-01,Senior Engineer
432031,Adamantios,Matzat,2065-01-11,1987-03-01,9999-01-01,Senior Staff
432034,Arfst,Uehara,2065-01-24,1994-07-10,9999-01-01,Senior Staff
432089,Irena,Gulla,2065-01-17,1989-12-30,2002-01-11,Senior Engineer
432121,Alair,Straney,2065-01-06,1986-11-15,9999-01-01,Senior Staff
432257,Kwangjo,Hiltgen,2065-01-20,1998-12-22,9999-01-01,Engineer
432261,Arve,Bergere,2065-01-30,1987-07-28,9999-01-01,Senior Engineer
432399,Nitsan,Nollmann,2065-01-19,1990-09-10,1993-09-29,Senior Engineer
432523,Takahiro,Maquelin,2065-01-21,1997-07-21,9999-01-01,Engineer
432665,Flemming,Driscoll,2065-01-02,1994-05-28,9999-01-01,Senior Engineer
432787,Toshiko,Ibel,2065-01-16,1996-11-23,9999-01-01,Senior Engineer
432890,Nalini,Perly,2065-01-24,1999-03-07,2001-01-15,Senior Engineer
432956,Qunsheng,Birrer,2065-01-25,1986-05-13,9999-01-01,Senior Staff
433059,Bojan,Montresor,2065-01-02,1995-02-04,9999-01-01,Staff
433157,Tomofumi,Serna,2065-01-16,1999-10-23,9999-01-01,Staff
433260,Make,Olivero,2065-02-01,1991-06-01,9999-01-01,Engineer
433438,Keiichiro,Miyakawa,2065-01-06,1993-09-12,9999-01-01,Senior Staff
433465,Wonhee,Benveniste,2065-01-12,1985-12-21,1987-03-23,Senior Staff
433640,Monique,Baer,2065-01-12,1987-12-12,1996-02-13,Senior Staff
434384,Greger,Babb,2065-01-28,1995-11-06,1998-06-13,Senior Staff
434845,Takushi,Skogmar,2065-01-11,1985-06-07,9999-01-01,Senior Staff
434936,Sahrah,Rosis,2065-01-15,1994-06-24,9999-01-01,Senior Engineer
435026,Shim,Versino,2065-01-14,1986-08-20,1996-12-17,Senior Engineer
435042,Brigham,Borstler,2065-01-10,1995-10-09,9999-01-01,Staff
435060,Moie,Lieblein,2065-01-16,1996-07-12,9999-01-01,Staff
435181,Kazuhide,Fiutem,2065-01-16,1992-05-10,9999-01-01,Senior Staff
435226,Yinghua,Panwar,2065-01-12,1994-06-11,1996-02-26,Senior Staff
435289,Feixiong,Schurmann,2065-01-04,1987-02-15,9999-01-01,Senior Staff
435305,Berthier,Pramanik,2065-01-21,1993-01-23,9999-01-01,Senior Staff
435357,Jaques,Standera,2065-01-29,1997-10-02,1998-03-11,Engineer
435370,Conal,Basart,2065-01-16,1991-05-17,9999-01-01,Senior Staff
435588,Genta,Pepe,2065-01-29,1994-04-12,9999-01-01,Senior Staff
435602,Dietrich,Kranzdorf,2065-01-29,1992-10-04,9999-01-01,Senior Staff
435664,Sham,Chiodo,2065-01-02,1997-07-28,2000-06-16,Senior Engineer
435774,Olivera,Bharadwaj,2065-01-09,1992-04-01,9999-01-01,Senior Staff
435791,Hercules,Speer,2065-01-07,1994-03-07,9999-01-01,Senior Engineer
436558,Subir,Greibach,2065-01-08,1992-05-24,9999-01-01,Senior Engineer
436797,Ohad,Henders,2065-01-24,1990-11-03,9999-01-01,Senior Staff
436827,Wojceich,Limongiello,2065-01-30,1988-03-10,9999-01-01,Senior Staff
436915,Feixiong,Haraldson,2065-01-13,1998-10-11,9999-01-01,Staff
437276,Dines,DeMori,2065-01-17,1987-12-07,9999-01-01,Senior Staff
437369,Kazuhide,Biran,2065-02-01,1995-01-25,9999-01-01,Senior Staff
437395,Sumant,Thambidurai,2065-01-21,1996-08-24,9999-01-01,Senior Staff
437724,Erez,Luft,2065-01-17,1994-12-14,9999-01-01,Staff
437870,Kerhong,Lorho,2065-01-07,2001-03-17,9999-01-01,Staff
438038,Lena,Giaccio,2065-01-01,2001-10-03,9999-01-01,Senior Staff
438158,Shaw,Varman,2065-01-19,1994-12-16,1999-05-13,Senior Engineer
438264,Rasikan,Barreiro,2065-01-19,1991-09-27,9999-01-01,Senior Staff
438557,Lidong,Swist,2065-01-30,1999-09-16,9999-01-01,Engineer
438723,Charlene,Verspoor,2065-01-12,1992-03-16,2001-11-13,Engineer
439377,Mari,Plessier,2065-01-28,1997-07-04,9999-01-01,Senior Engineer
439905,Kousuke,Levasseur,2065-01-03,1990-03-16,9999-01-01,Senior Staff
439924,Gunilla,Kisuki,2065-01-30,1994-08-14,9999-01-01,Senior Staff
440325,Douadi,Sullins,2065-01-10,1999-09-25,9999-01-01,Senior Staff
440435,Sandeepan,Rosti,2065-01-03,1991-11-26,9999-01-01,Senior Engineer
440450,Tzvetan,Scharstein,2065-01-16,1994-06-16,9999-01-01,Senior Staff
440642,Snehasis,Kalsbeek,2065-01-14,1988-01-06,9999-01-01,Senior Staff
440870,Filipp,Hasham,2065-01-01,1990-07-11,1996-10-14,Senior Staff
440937,Fabrizio,Usery,2065-01-18,1992-10-13,9999-01-01,Senior Staff
440997,Manton,Schapiro,2065-01-01,1991-03-26,2001-01-31,Senior Staff
441197,Miquel,Legleitner,2065-01-18,1985-06-28,9999-01-01,Senior Staff
441536,Chinho,Collette,2065-01-10,1995-10-09,9999-01-01,Senior Engineer
441651,Aimee,Billawala,2065-01-07,1989-02-20,1995-08-24,Engineer
441954,Leszek,Marchegay,2065-01-03,1999-06-13,9999-01-01,Engineer
441965,Claudi,Heijenga,2065-01-12,1988-08-30,9999-01-01,Senior Staff
442002,Ravishankar,Baig,2065-01-03,1992-03-17,9999-01-01,Senior Staff
442096,Martijn,DiGiano,2065-01-15,1990-06-15,9999-01-01,Senior Engineer
442312,Zengping,Cusworth,2065-01-05,1991-06-07,9999-01-01,Senior Engineer
442490,Navid,Luke,2065-01-08,1994-10-17,9999-01-01,Engineer
442653,Mona,Hebden,2065-01-04,1995-10-20,9999-01-01,Engineer
442700,Siddarth,Masada,2065-01-06,1997-08-11,9999-01-01,Staff
442704,Terresa,Milicia,2065-01-07,1995-07-26,1997-11-21,Engineer
442898,Aksel,Gire,2065-01-07,1999-06-27,9999-01-01,Engineer
443108,Christfried,Atrawala,2065-01-14,1990-07-13,1998-11-29,Senior Staff
443339,Shir,Krone,2065-01-04,1996-10-02,1998-09-07,Staff
443485,Marke,Klerer,2065-01-23,1990-04-14,9999-01-01,Senior Staff
443632,Bernd,Conia,2065-01-10,1999-11-25,2002-04-25,Staff
443841,Shaw,Kading,2065-01-08,1992-07-16,9999-01-01,Senior Staff
443873,Vatsa,Ramsay,2065-01-20,1994-02-04,2000-06-16,Senior Staff
444070,Heping,Skrikant,2065-01-15,1990-11-27,9999-01-01,Senior Staff
444099,Kousuke,Worfolk,2065-01-28,1988-03-22,9999-01-01,Senior Staff
444208,Irena,Cesareni,2065-01-27,1985-10-30,9999-01-01,Senior Staff
444228,Xinglin,Busillo,2065-01-23,1998-10-08,1999-06-11,Senior Engineer
444465,Prasadram,Bultermann,2065-01-13,1998-10-25,9999-01-01,Senior Engineer
444487,Udi,Rullman,2065-01-03,1994-04-09,9999-01-01,Senior Engineer
444643,Berna,Schonegge,2065-01-18,1998-06-28,9999-01-01,Staff
445067,Eldridge,Kawashima,2065-01-28,1990-02-27,9999-01-01,Senior Engineer
445152,Heping,Peac,2065-01-09,1985-03-20,9999-01-01,Senior Staff
445201,Randi,Alblas,2065-01-22,1992-05-02,2000-01-27,Staff
445226,Oscar,Baumann,2065-01-01,1987-01-22,9999-01-01,Senior Engineer
445456,Apostol,Gruenwald,2065-01-12,1998-08-04,2000-03-18,Engineer
445514,Tuval,Albarhamtoshy,2065-01-05,1990-09-24,1999-10-28,Technique Leader
445570,Van,Nations,2065-01-25,1986-08-11,9999-01-01,Technique Leader
445723,Gaurav,Roison,2065-01-31,1991-07-12,9999-01-01,Senior Staff
445941,Masako,Dechter,2065-01-11,1985-09-25,9999-01-01,Technique Leader
445950,Ebru,Valtorta,2065-01-23,1992-12-09,9999-01-01,Senior Engineer
446121,Fay,Cochrane,2065-01-11,1999-12-13,9999-01-01,Staff
446306,Hercules,Kabayashi,2065-01-22,1991-06-10,9999-01-01,Senior Engineer
446424,DAIDA,Nooteboom,2065-01-16,1985-11-24,9999-01-01,Senior Engineer
446785,Yuping,Papastamatiou,2065-01-30,1988-08-30,1992-01-16,Engineer
446897,Takahiro,Dalton,2065-01-22,1992-09-30,9999-01-01,Technique Leader
446959,Aram,Passino,2065-01-29,1995-01-28,9999-01-01,Senior Engineer
447018,Dannz,Miara,2065-01-17,1992-12-04,9999-01-01,Senior Engineer
447135,Gennady,Rouquie,2065-01-31,1989-08-24,9999-01-01,Senior Staff
447191,Dmitri,Rousseau,2065-01-17,1995-06-19,1997-05-26,Engineer
447232,Aleksander,Schaaf,2065-01-22,1995-05-26,2000-01-10,Senior Staff
447290,Maria,Miculan,2065-01-08,1993-04-12,1998-05-08,Senior Engineer
447376,Kirk,Zongker,2065-01-07,1999-12-10,9999-01-01,Staff
447544,Stabislas,Kakkad,2065-01-22,1989-02-19,9999-01-01,Senior Staff
447599,Heeju,Kemmerer,2065-01-17,1991-12-26,1996-02-15,Technique Leader
447613,Paris,Restivo,2065-01-15,1986-11-21,9999-01-01,Senior Engineer
447877,Make,Heuser,2065-01-13,1988-07-02,9999-01-01,Senior Engineer
447931,Martijn,Jeong,2065-01-11,1990-12-14,9999-01-01,Senior Staff
447966,Kamakshi,Hebert,2065-01-05,1997-01-17,9999-01-01,Senior Engineer
447982,Shiv,Baezner,2065-01-25,1990-12-17,9999-01-01,Senior Engineer
447999,Shiv,Vilarrasa,2065-01-05,1990-08-01,9999-01-01,Senior Engineer
448165,Anyuan,Schwaller,2065-01-07,1993-08-31,2001-05-06,Senior Staff
448769,Mong,Dichev,2065-01-18,1997-10-11,9999-01-01,Technique Leader
448900,Mart,Talmor,2065-01-16,1999-05-11,9999-01-01,Staff
448918,Chiradeep,Arlazarov,2065-01-23,1989-10-06,9999-01-01,Senior Engineer
448994,Haldun,Syang,2065-01-12,1997-02-11,9999-01-01,Staff
449189,Jahangir,Bernatsky,2065-01-30,1995-09-30,9999-01-01,Senior Staff
449815,Fumitaka,Quittner,2065-01-27,1988-04-20,9999-01-01,Senior Staff
449966,Mabry,Knightly,2065-01-31,1994-01-04,2001-03-06,Staff
449984,Hinrich,Perin,2065-02-01,1985-11-20,9999-01-01,Senior Engineer
450184,Selwyn,Henseler,2065-01-11,1993-03-09,9999-01-01,Senior Engineer
450255,Udo,Waymire,2065-01-31,1986-06-14,9999-01-01,Technique Leader
450309,Gill,Orlowska,2065-01-08,1986-12-25,9999-01-01,Technique Leader
450371,Eldridge,Pargaonkar,2065-01-21,1992-08-03,1999-09-04,Senior Engineer
450421,Selwyn,Munoz,2065-01-25,1989-07-05,1992-10-07,Engineer
450475,Saeed,Bahl,2065-01-21,1991-01-29,9999-01-01,Senior Staff
450510,Boalin,Tramer,2065-01-25,1992-04-13,1993-02-24,Staff
450817,DAIDA,Frolund,2065-01-10,1987-07-17,9999-01-01,Senior Engineer
450888,Sedat,Rande,2065-01-03,1995-03-25,9999-01-01,Senior Staff
450934,Chanjung,Raoux,2065-01-23,1992-05-25,9999-01-01,Senior Engineer
450936,Yuriy,Ponthieu,2065-01-18,1991-12-11,9999-01-01,Senior Staff
451253,Jaihie,Ozeri,2065-01-15,1991-06-21,9999-01-01,Senior Staff
451272,Jacopo,Krohm,2065-01-02,1991-04-24,9999-01-01,Senior Engineer
451275,Bedrich,Isard,2065-01-25,1986-06-07,9999-01-01,Senior Staff
451333,Radhika,Bonifati,2065-01-15,1995-03-11,9999-01-01,Senior Staff
452137,Subir,Miake,2065-01-15,1993-07-11,1999-01-09,Senior Engineer
452196,Bartek,Snyers,2065-01-17,1987-01-14,2001-05-02,Senior Staff
452206,Arra,Esposito,2065-01-22,1994-11-03,9999-01-01,Staff
452325,Taiji,Berstel,2065-01-14,1996-12-02,9999-01-01,Senior Engineer
452347,Shigeichiro,Brattka,2065-01-07,1996-07-13,9999-01-01,Senior Staff
452365,Fei,Gadepally,2065-01-05,1988-11-13,9999-01-01,Engineer
452956,Gou,Thombley,2065-01-17,1987-04-09,1990-11-07,Senior Engineer
452957,Alair,Nanard,2065-01-03,1996-02-10,9999-01-01,Staff
452970,Mari,Fargier,2065-01-06,1992-08-18,1995-12-11,Senior Engineer
452982,Lobel,Aloia,2065-01-29,1994-12-29,9999-01-01,Senior Staff
453070,Aran,Rosenbaum,2065-01-06,1991-04-25,9999-01-01,Senior Staff
453154,Gao,Lally,2065-01-03,1996-03-01,9999-01-01,Staff
453644,Berni,Takkinen,2065-01-07,1992-06-08,9999-01-01,Senior Staff
453688,Chinya,Leslie,2065-01-24,1995-10-28,9999-01-01,Engineer
453723,Arne,Kohling,2065-01-15,1985-12-13,9999-01-01,Senior Engineer
453760,Ewing,Rajala,2065-01-13,1996-06-21,9999-01-01,Senior Staff
453790,Fai,Keirsey,2065-01-11,1994-10-12,9999-01-01,Senior Engineer
453913,Stein,Perng,2065-01-23,1993-04-29,9999-01-01,Senior Staff
453996,Sugwoo,Weiland,2065-01-24,1997-04-23,1999-01-18,Senior Engineer
454338,Mohammed,Georg,2065-01-24,1998-08-03,9999-01-01,Engineer
454378,Gina,Ossenbruggen,2065-01-06,1998-01-03,9999-01-01,Technique Leader
454736,Nechama,Ermel,2065-01-24,1995-06-05,9999-01-01,Engineer
454791,Xiaoqiu,Pietracaprina,2065-01-22,1994-07-09,9999-01-01,Senior Engineer
454825,Kamakshi,Schusler,2065-01-02,1995-05-25,9999-01-01,Senior Engineer
454994,Mohan,Picht,2065-01-01,1991-02-24,9999-01-01,Senior Engineer
